date,close,volume,open,high,low,Source
05/13/2025,$603.81,"2,765,786",$593.30,$607.71,$593.06,NASDAQ
05/12/2025,$591.34,"3,527,740",$596.255,$603.37,$588.08,NASDAQ
05/09/2025,$567.10,"1,522,728",$570.25,$572.095,$565.78,NASDAQ
05/08/2025,$565.70,"1,994,630",$558.82,$572.16,$558.21,NASDAQ
05/07/2025,$551.92,"1,955,077",$550.21,$555.38,$547.7406,NASDAQ
05/06/2025,$549.36,"2,902,491",$549.60,$557.44,$547.06,NASDAQ
05/05/2025,$559.56,"2,197,371",$558.36,$566.56,$557.50,NASDAQ
05/02/2025,$566.10,"2,883,009",$561.58,$569.78,$559.70,NASDAQ
05/01/2025,$553.83,"2,583,032",$548.10,$558.345,$545.50,NASDAQ
04/30/2025,$547.55,"2,438,282",$535.76,$549.522,$531.45,NASDAQ
04/29/2025,$548.92,"1,695,565",$543.79,$550.88,$541.30,NASDAQ
04/28/2025,$546.40,"1,459,715",$544.86,$554.50,$542.47,NASDAQ
04/25/2025,$544.86,"1,612,723",$544.60,$549.09,$541.22,NASDAQ
04/24/2025,$545.37,"2,223,623",$527.10,$546.84,$523.42,NASDAQ
04/23/2025,$529.31,"3,048,077",$533.63,$551.79,$528.2612,NASDAQ
04/22/2025,$519.99,"2,514,594",$510.23,$521.00,$508.93,NASDAQ
04/21/2025,$501.36,"2,859,282",$505.40,$509.27,$494.68,NASDAQ
04/17/2025,$509.49,"2,593,496",$503.24,$514.8299,$499.12,NASDAQ
04/16/2025,$499.05,"2,765,570",$501.72,$509.45,$492.69,NASDAQ
04/15/2025,$507.89,"2,501,170",$507.41,$518.65,$507.00,NASDAQ
04/14/2025,$503.98,"4,392,587",$510.00,$511.9999,$497.15,NASDAQ
04/11/2025,$494.44,"3,770,238",$487.00,$498.52,$478.58,NASDAQ
04/10/2025,$489.80,"5,374,481",$503.10,$503.10,$474.00,NASDAQ
04/09/2025,$516.87,"7,024,087",$451.36,$522.00,$447.11,NASDAQ
04/08/2025,$462.22,"4,240,876",$488.25,$491.9237,$452.83,NASDAQ
04/07/2025,$465.51,"6,353,791",$446.90,$489.98,$439.38,NASDAQ
04/04/2025,$470.81,"8,105,212",$487.00,$491.9998,$460.00,NASDAQ
04/03/2025,$511.23,"5,193,888",$525.43,$529.99,$509.56,NASDAQ
04/02/2025,$563.10,"2,560,692",$539.80,$567.32,$539.0765,NASDAQ
04/01/2025,$548.45,"1,869,564",$543.25,$551.955,$533.2388,NASDAQ
03/31/2025,$546.29,"2,455,063",$533.82,$547.3899,$528.59,NASDAQ
03/28/2025,$543.12,"2,773,080",$555.95,$560.50,$537.71,NASDAQ
03/27/2025,$558.92,"2,100,878",$565.00,$565.995,$552.55,NASDAQ
03/26/2025,$573.92,"1,952,000",$588.39,$592.64,$571.00,NASDAQ
03/25/2025,$585.94,"1,875,451",$584.69,$586.89,$578.2148,NASDAQ
03/24/2025,$580.10,"1,877,703",$575.00,$582.72,$573.05,NASDAQ
03/21/2025,$565.14,"3,565,589",$555.33,$567.00,$551.2079,NASDAQ
03/20/2025,$562.68,"2,531,298",$553.10,$568.4355,$552.00,NASDAQ
03/19/2025,$557.34,"2,770,144",$549.00,$563.00,$544.60,NASDAQ
03/18/2025,$551.78,"2,641,018",$550.29,$553.75,$546.65,NASDAQ
03/17/2025,$551.34,"2,695,571",$541.23,$557.16,$540.00,NASDAQ
03/14/2025,$541.41,"2,808,108",$533.99,$543.57,$526.70,NASDAQ
03/13/2025,$524.81,"2,529,106",$535.67,$538.14,$520.06,NASDAQ
03/12/2025,$535.71,"3,078,055",$544.00,$545.00,$528.59,NASDAQ
03/11/2025,$531.43,"4,190,502",$532.47,$539.99,$524.20,NASDAQ
03/10/2025,$531.66,"5,272,115",$542.30,$546.465,$523.1318,NASDAQ
03/07/2025,$559.67,"4,069,949",$568.17,$568.17,$544.91,NASDAQ
03/06/2025,$567.67,"4,332,338",$580.59,$586.71,$564.62,NASDAQ
03/05/2025,$593.07,"2,600,616",$582.09,$597.12,$576.78,NASDAQ
03/04/2025,$581.14,"4,061,006",$595.98,$600.00,$567.5701,NASDAQ
03/03/2025,$605.26,"3,152,334",$622.40,$628.7834,$598.321,NASDAQ
02/28/2025,$622.29,"3,337,195",$607.79,$623.65,$604.01,NASDAQ
02/27/2025,$608.00,"2,396,289",$617.54,$625.23,$607.31,NASDAQ
02/26/2025,$617.77,"2,001,201",$616.67,$623.133,$615.20,NASDAQ
02/25/2025,$614.91,"2,885,947",$628.53,$631.32,$606.00,NASDAQ
02/24/2025,$626.14,"3,274,124",$633.51,$637.30,$614.80,NASDAQ
02/21/2025,$625.60,"3,000,779",$644.75,$647.50,$623.435,NASDAQ
02/20/2025,$642.26,"3,929,024",$668.03,$670.28,$631.655,NASDAQ
02/19/2025,$668.15,"1,953,895",$669.08,$671.04,$663.28,NASDAQ
02/18/2025,$672.19,"2,350,419",$662.59,$672.19,$661.02,NASDAQ
02/14/2025,$660.55,"2,246,279",$650.32,$663.2599,$650.32,NASDAQ
02/13/2025,$648.95,"2,031,807",$651.83,$652.00,$640.5101,NASDAQ
02/12/2025,$649.00,"2,295,969",$643.76,$650.47,$639.105,NASDAQ
02/11/2025,$647.24,"2,711,608",$646.78,$649.035,$643.599,NASDAQ
02/10/2025,$650.53,"2,351,792",$659.02,$662.49,$644.25,NASDAQ
02/07/2025,$655.90,"2,616,865",$659.40,$663.87,$653.16,NASDAQ
02/06/2025,$658.22,"2,439,237",$650.00,$658.85,$648.9401,NASDAQ
02/05/2025,$645.45,"1,908,212",$638.00,$646.4094,$635.53,NASDAQ
02/04/2025,$634.18,"1,743,840",$632.00,$637.665,$629.09,NASDAQ
02/03/2025,$632.37,"2,102,578",$626.00,$638.48,$622.48,NASDAQ
01/31/2025,$640.40,"1,996,221",$650.00,$650.00,$637.44,NASDAQ
01/30/2025,$645.70,"1,812,825",$644.49,$649.52,$641.00,NASDAQ
01/29/2025,$637.38,"1,918,882",$637.00,$649.00,$636.41,NASDAQ
01/28/2025,$637.80,"2,338,364",$632.20,$639.08,$631.81,NASDAQ
01/27/2025,$633.28,"3,351,650",$625.00,$635.705,$624.46,NASDAQ
01/24/2025,$636.90,"3,183,456",$630.00,$640.60,$628.9599,NASDAQ
01/23/2025,$639.50,"2,582,717",$634.92,$645.5381,$634.4922,NASDAQ
01/22/2025,$632.73,"2,835,655",$633.44,$635.60,$629.7073,NASDAQ
01/21/2025,$634.74,"5,076,701",$616.81,$635.43,$609.00,NASDAQ
01/17/2025,$625.94,"3,425,198",$617.80,$627.00,$613.00,NASDAQ
01/16/2025,$612.99,"3,224,496",$609.99,$616.84,$606.00,NASDAQ
01/15/2025,$605.92,"5,119,840",$598.00,$609.41,$593.00,NASDAQ
01/14/2025,$571.53,"2,221,922",$569.66,$573.59,$565.20,NASDAQ
01/13/2025,$562.95,"1,871,155",$557.88,$566.1934,$556.76,NASDAQ
01/10/2025,$560.00,"2,817,887",$576.25,$576.25,$558.01,NASDAQ
01/08/2025,$580.02,"1,513,364",$581.04,$581.1975,$572.67,NASDAQ
01/07/2025,$580.12,"2,021,921",$587.11,$588.28,$568.40,NASDAQ
01/06/2025,$583.39,"2,257,017",$584.98,$593.65,$579.815,NASDAQ
01/03/2025,$580.13,"1,422,989",$581.00,$582.14,$571.7301,NASDAQ
01/02/2025,$574.97,"2,219,170",$579.31,$584.31,$569.74,NASDAQ
12/31/2024,$572.62,"1,055,809",$575.07,$576.92,$570.395,NASDAQ
12/30/2024,$573.55,"1,265,884",$567.27,$576.0199,$565.10,NASDAQ
12/27/2024,$576.18,"1,486,184",$577.00,$581.9599,$571.35,NASDAQ
12/26/2024,$581.23,"1,092,220",$578.15,$582.59,$577.50,NASDAQ
12/24/2024,$582.79,"913,403",$574.20,$582.79,$571.36,NASDAQ
12/23/2024,$570.78,"1,519,949",$565.00,$571.64,$561.80,NASDAQ
12/20/2024,$566.10,"4,515,921",$554.94,$572.90,$553.38,NASDAQ
12/19/2024,$553.99,"2,755,784",$561.44,$567.00,$553.60,NASDAQ
12/18/2024,$550.25,"3,271,563",$577.49,$579.4679,$544.49,NASDAQ
12/17/2024,$574.68,"2,314,490",$580.84,$581.61,$572.2922,NASDAQ
12/16/2024,$586.33,"1,713,320",$588.00,$588.27,$578.70,NASDAQ
12/13/2024,$585.48,"1,215,371",$594.00,$595.00,$585.08,NASDAQ
12/12/2024,$591.61,"1,218,538",$592.59,$596.3202,$588.61,NASDAQ
12/11/2024,$592.56,"2,195,314",$590.12,$593.71,$586.90,NASDAQ
12/10/2024,$585.03,"2,600,805",$590.00,$596.27,$583.76,NASDAQ
12/09/2024,$594.12,"1,633,266",$598.99,$602.9999,$593.72,NASDAQ
12/06/2024,$599.68,"1,405,677",$597.16,$600.00,$594.37,NASDAQ
12/05/2024,$596.80,"1,672,772",$600.53,$606.56,$596.35,NASDAQ
12/04/2024,$598.71,"1,617,529",$603.00,$604.277,$596.76,NASDAQ
12/03/2024,$602.08,"1,718,093",$608.96,$611.42,$600.80,NASDAQ
12/02/2024,$601.71,"1,804,365",$608.00,$611.91,$601.30,NASDAQ
11/29/2024,$608.57,"1,170,180",$609.31,$612.7299,$607.0641,NASDAQ
11/27/2024,$605.43,"1,424,558",$607.68,$612.25,$603.275,NASDAQ
11/26/2024,$605.50,"2,846,937",$600.13,$607.19,$593.00,NASDAQ
11/25/2024,$603.03,"2,940,763",$608.79,$611.30,$598.83,NASDAQ
11/22/2024,$602.78,"1,733,996",$596.22,$603.94,$594.44,NASDAQ
11/21/2024,$596.11,"2,282,297",$586.51,$600.70,$584.51,NASDAQ
11/20/2024,$581.93,"1,528,869",$583.83,$587.80,$576.62,NASDAQ
11/19/2024,$581.38,"2,217,724",$579.66,$584.7637,$575.51,NASDAQ
11/18/2024,$587.99,"1,857,601",$594.71,$595.07,$584.715,NASDAQ
11/15/2024,$593.54,"2,007,812",$593.36,$595.14,$587.09,NASDAQ
11/14/2024,$588.61,"1,670,468",$600.00,$601.53,$586.24,NASDAQ
11/13/2024,$594.22,"1,763,195",$594.63,$603.5499,$592.65,NASDAQ
11/12/2024,$592.59,"2,392,850",$598.05,$602.09,$591.47,NASDAQ
11/11/2024,$602.34,"2,510,802",$598.90,$607.15,$596.165,NASDAQ
11/08/2024,$589.26,"2,713,956",$586.42,$595.15,$581.30,NASDAQ
11/07/2024,$582.17,"4,475,600",$590.00,$595.00,$581.5232,NASDAQ
11/06/2024,$595.98,"8,042,841",$567.30,$598.605,$566.10,NASDAQ
11/05/2024,$526.96,"2,169,936",$513.00,$527.46,$512.60,NASDAQ
11/04/2024,$511.47,"1,798,045",$518.00,$518.05,$510.51,NASDAQ
11/01/2024,$519.35,"1,625,284",$520.00,$526.64,$517.04,NASDAQ
10/31/2024,$517.79,"2,061,658",$522.44,$525.00,$514.5301,NASDAQ
10/30/2024,$524.40,"1,441,947",$523.40,$530.785,$523.07,NASDAQ
10/29/2024,$524.28,"1,281,786",$521.18,$527.24,$521.00,NASDAQ
10/28/2024,$523.58,"1,687,386",$515.40,$524.59,$514.975,NASDAQ
10/25/2024,$512.60,"1,633,203",$528.05,$528.80,$510.74,NASDAQ
10/24/2024,$524.50,"2,058,176",$519.00,$525.00,$518.2001,NASDAQ
10/23/2024,$517.20,"1,263,151",$515.80,$520.00,$513.40,NASDAQ
10/22/2024,$518.30,"1,587,978",$515.61,$519.63,$512.94,NASDAQ
10/21/2024,$517.80,"1,752,085",$528.00,$529.85,$517.00,NASDAQ
10/18/2024,$528.50,"1,779,315",$529.39,$530.765,$526.87,NASDAQ
10/17/2024,$529.00,"2,123,514",$531.24,$535.29,$528.23,NASDAQ
10/16/2024,$529.86,"2,649,018",$530.00,$536.22,$525.975,NASDAQ
10/15/2024,$522.38,"4,525,395",$538.80,$540.51,$515.51,NASDAQ
10/14/2024,$522.75,"2,174,891",$517.65,$523.07,$515.51,NASDAQ
10/11/2024,$516.30,"2,409,660",$508.00,$517.97,$507.80,NASDAQ
10/10/2024,$503.72,"1,309,042",$506.31,$506.80,$499.59,NASDAQ
10/09/2024,$505.18,"1,695,949",$498.20,$506.27,$495.25,NASDAQ
10/08/2024,$496.57,"1,296,762",$497.00,$498.34,$492.78,NASDAQ
10/07/2024,$494.62,"1,173,326",$494.63,$499.01,$490.79,NASDAQ
10/04/2024,$495.16,"1,721,821",$495.64,$496.31,$486.00,NASDAQ
10/03/2024,$486.10,"1,290,719",$489.93,$490.505,$484.20,NASDAQ
10/02/2024,$491.99,"1,445,116",$491.17,$494.8593,$487.95,NASDAQ
10/01/2024,$490.17,"1,528,568",$494.575,$494.575,$484.61,NASDAQ
09/30/2024,$495.11,"1,603,079",$494.89,$496.515,$488.90,NASDAQ
09/27/2024,$498.51,"1,420,298",$498.97,$505.40,$495.86,NASDAQ
09/26/2024,$496.92,"1,378,145",$494.00,$498.40,$492.48,NASDAQ
09/25/2024,$491.14,"1,763,943",$498.50,$502.00,$490.395,NASDAQ
09/24/2024,$498.02,"1,035,466",$497.59,$499.56,$494.10,NASDAQ
09/23/2024,$497.41,"953,191",$498.21,$501.40,$495.2201,NASDAQ
09/20/2024,$498.43,"4,452,617",$500.19,$502.05,$495.475,NASDAQ
09/19/2024,$503.83,"3,060,671",$494.74,$506.41,$493.46,NASDAQ
09/18/2024,$484.58,"1,699,498",$485.40,$492.99,$481.7737,NASDAQ
09/17/2024,$485.39,"1,444,884",$488.00,$489.73,$481.80,NASDAQ
09/16/2024,$485.16,"1,500,456",$481.43,$487.38,$479.49,NASDAQ
09/13/2024,$478.99,"1,794,645",$475.99,$482.10,$475.50,NASDAQ
09/12/2024,$474.06,"1,482,197",$471.30,$474.34,$465.40,NASDAQ
09/11/2024,$471.17,"2,426,457",$463.98,$471.89,$457.48,NASDAQ
09/10/2024,$467.13,"3,583,073",$489.13,$489.20,$461.57,NASDAQ
09/09/2024,$488.57,"1,714,183",$485.53,$494.28,$483.3895,NASDAQ
09/06/2024,$479.61,"1,995,561",$486.60,$495.41,$477.06,NASDAQ
09/05/2024,$487.88,"1,828,331",$493.58,$495.768,$483.07,NASDAQ
09/04/2024,$490.64,"1,509,436",$486.70,$496.195,$486.70,NASDAQ
09/03/2024,$487.46,"2,373,571",$507.47,$509.70,$485.40,NASDAQ
08/30/2024,$510.25,"1,839,064",$507.83,$511.185,$505.17,NASDAQ
08/29/2024,$510.10,"1,566,250",$506.00,$513.24,$501.14,NASDAQ
08/28/2024,$503.33,"1,568,072",$506.60,$508.37,$498.47,NASDAQ
08/27/2024,$507.26,"977,917",$507.84,$511.4797,$506.59,NASDAQ
08/26/2024,$507.87,"1,084,335",$512.34,$513.50,$505.32,NASDAQ
08/23/2024,$509.42,"1,751,832",$502.75,$512.44,$499.845,NASDAQ
08/22/2024,$497.75,"944,020",$497.00,$499.70,$494.79,NASDAQ
08/21/2024,$496.46,"917,087",$499.50,$500.78,$494.0325,NASDAQ
08/20/2024,$497.34,"2,122,653",$503.87,$504.1557,$496.50,NASDAQ
08/19/2024,$504.68,"1,028,042",$505.00,$507.78,$501.86,NASDAQ
08/16/2024,$504.26,"1,587,216",$497.05,$504.905,$497.00,NASDAQ
08/15/2024,$499.02,"1,732,298",$505.00,$506.91,$498.26,NASDAQ
08/14/2024,$498.70,"1,545,768",$492.90,$499.35,$488.40,NASDAQ
08/13/2024,$491.94,"1,243,798",$490.29,$493.27,$486.47,NASDAQ
08/12/2024,$485.50,"1,839,468",$490.26,$492.87,$483.75,NASDAQ
08/09/2024,$490.26,"1,622,719",$485.02,$492.00,$482.20,NASDAQ
08/08/2024,$485.77,"1,936,684",$477.87,$487.725,$477.155,NASDAQ
08/07/2024,$473.01,"2,587,633",$479.39,$488.55,$472.57,NASDAQ
08/06/2024,$470.22,"2,209,283",$461.01,$475.25,$457.43,NASDAQ
08/05/2024,$459.02,"4,177,225",$447.59,$463.183,$437.37,NASDAQ
08/02/2024,$470.64,"6,115,462",$491.10,$494.46,$467.21,NASDAQ
08/01/2024,$500.12,"4,006,779",$510.00,$514.0191,$494.68,NASDAQ
07/31/2024,$509.03,"2,658,903",$504.86,$517.26,$504.86,NASDAQ
07/30/2024,$505.67,"2,642,528",$498.31,$509.47,$498.30,NASDAQ
07/29/2024,$492.72,"1,599,475",$500.42,$502.00,$491.0601,NASDAQ
07/26/2024,$499.03,"2,249,857",$495.72,$504.00,$495.65,NASDAQ
07/25/2024,$491.71,"1,489,796",$486.05,$496.11,$483.23,NASDAQ
07/24/2024,$486.70,"1,598,598",$489.26,$495.99,$485.82,NASDAQ
07/23/2024,$492.15,"2,020,493",$487.08,$495.81,$486.28,NASDAQ
07/22/2024,$487.04,"1,792,477",$484.56,$489.47,$482.3808,NASDAQ
07/19/2024,$484.93,"2,032,670",$489.12,$492.60,$483.19,NASDAQ
07/18/2024,$486.21,"3,320,237",$499.52,$503.69,$484.22,NASDAQ
07/17/2024,$502.18,"3,909,113",$503.00,$509.475,$499.43,NASDAQ
07/16/2024,$503.02,"3,981,658",$494.00,$506.59,$491.99,NASDAQ
07/15/2024,$492.23,"3,568,195",$480.25,$493.00,$476.307,NASDAQ
07/12/2024,$479.88,"2,727,751",$480.93,$483.44,$478.10,NASDAQ
07/11/2024,$479.23,"2,252,304",$480.00,$483.16,$476.27,NASDAQ
07/10/2024,$478.89,"1,946,041",$472.51,$479.86,$469.85,NASDAQ
07/09/2024,$472.83,"4,525,354",$465.60,$479.30,$461.58,NASDAQ
07/08/2024,$464.82,"2,214,374",$467.65,$474.86,$464.04,NASDAQ
07/05/2024,$464.75,"1,594,040",$467.47,$467.58,$460.13,NASDAQ
07/03/2024,$467.92,"993,915",$469.04,$469.8899,$465.82,NASDAQ
07/02/2024,$465.61,"1,491,787",$461.51,$466.27,$459.60,NASDAQ
07/01/2024,$463.66,"1,850,463",$454.51,$464.02,$454.01,NASDAQ
06/28/2024,$452.32,"3,839,657",$450.10,$457.34,$449.53,NASDAQ
06/27/2024,$445.96,"2,835,198",$449.78,$449.78,$442.80,NASDAQ
06/26/2024,$455.86,"2,131,737",$455.41,$457.93,$452.45,NASDAQ
06/25/2024,$457.38,"1,633,414",$459.46,$464.08,$456.75,NASDAQ
06/24/2024,$462.09,"1,882,184",$451.25,$463.52,$450.00,NASDAQ
06/21/2024,$450.18,"3,919,230",$458.68,$458.80,$449.90,NASDAQ
06/20/2024,$458.05,"2,080,573",$458.00,$460.41,$455.24,NASDAQ
06/18/2024,$457.43,"1,798,377",$449.57,$457.69,$448.51,NASDAQ
06/17/2024,$450.18,"1,531,648",$445.10,$450.78,$443.39,NASDAQ
06/14/2024,$446.46,"1,559,064",$441.99,$448.23,$439.15,NASDAQ
06/13/2024,$446.35,"1,849,094",$446.73,$448.32,$442.15,NASDAQ
06/12/2024,$448.70,"1,733,049",$455.60,$457.64,$446.19,NASDAQ
06/11/2024,$444.27,"1,938,237",$451.04,$451.855,$443.38,NASDAQ
06/10/2024,$453.55,"1,698,631",$452.33,$455.36,$450.30,NASDAQ
06/07/2024,$454.91,"1,736,189",$455.44,$461.16,$454.50,NASDAQ
06/06/2024,$458.10,"1,597,964",$461.82,$464.52,$457.01,NASDAQ
06/05/2024,$461.68,"1,678,887",$457.55,$463.015,$457.50,NASDAQ
06/04/2024,$455.30,"1,834,972",$450.50,$457.71,$449.21,NASDAQ
06/03/2024,$454.98,"1,930,715",$458.87,$458.87,$450.20,NASDAQ
05/31/2024,$456.52,"2,638,347",$449.76,$456.77,$448.12,NASDAQ
05/30/2024,$450.23,"2,135,290",$453.00,$455.86,$447.60,NASDAQ
05/29/2024,$457.17,"2,315,691",$454.84,$458.74,$451.65,NASDAQ
05/28/2024,$459.81,"1,930,788",$459.94,$463.69,$458.91,NASDAQ
05/24/2024,$461.18,"1,932,470",$459.84,$465.25,$459.10,NASDAQ
05/23/2024,$458.15,"2,254,680",$464.23,$464.31,$457.41,NASDAQ
05/22/2024,$462.38,"2,729,478",$467.36,$470.33,$459.75,NASDAQ
05/21/2024,$470.41,"2,762,730",$462.23,$471.305,$462.20,NASDAQ
05/20/2024,$462.94,"2,591,495",$468.20,$471.48,$462.60,NASDAQ
05/17/2024,$467.72,"1,656,079",$466.38,$468.6594,$464.25,NASDAQ
05/16/2024,$464.52,"2,070,276",$464.37,$468.25,$462.277,NASDAQ
05/15/2024,$466.09,"2,217,704",$461.59,$466.19,$460.945,NASDAQ
05/14/2024,$458.47,"2,412,856",$454.84,$461.765,$454.01,NASDAQ
05/13/2024,$453.56,"1,579,582",$456.27,$457.20,$453.32,NASDAQ
05/10/2024,$454.73,"1,823,943",$456.52,$458.75,$454.32,NASDAQ
05/09/2024,$455.56,"2,710,171",$446.34,$456.43,$446.34,NASDAQ
05/08/2024,$446.95,"2,006,896",$442.80,$448.02,$442.05,NASDAQ
05/07/2024,$443.80,"2,058,336",$445.17,$447.42,$442.87,NASDAQ
05/06/2024,$443.67,"1,914,307",$441.75,$444.3778,$439.68,NASDAQ
05/03/2024,$438.18,"2,406,445",$435.00,$442.30,$434.92,NASDAQ
05/02/2024,$432.57,"2,087,512",$431.20,$433.65,$428.1689,NASDAQ
05/01/2024,$426.95,"2,313,676",$426.69,$433.43,$425.19,NASDAQ
04/30/2024,$426.71,"1,830,134",$428.50,$431.39,$426.00,NASDAQ
04/29/2024,$430.81,"2,456,938",$427.57,$433.33,$427.20,NASDAQ
04/26/2024,$427.57,"2,322,674",$420.23,$428.53,$419.64,NASDAQ
04/25/2024,$420.05,"1,970,127",$420.99,$423.61,$414.85,NASDAQ
04/24/2024,$423.04,"1,575,931",$421.50,$424.58,$419.61,NASDAQ
04/23/2024,$424.00,"2,662,338",$417.71,$425.35,$416.20,NASDAQ
04/22/2024,$417.35,"4,165,569",$406.94,$417.9799,$404.57,NASDAQ
04/19/2024,$404.00,"2,805,466",$404.06,$408.00,$403.01,NASDAQ
04/18/2024,$403.11,"2,776,465",$405.49,$407.86,$402.41,NASDAQ
04/17/2024,$403.91,"4,373,757",$402.40,$407.12,$401.18,NASDAQ
04/16/2024,$396.86,"3,459,728",$404.45,$404.97,$395.18,NASDAQ
04/15/2024,$400.88,"6,176,998",$407.00,$412.865,$398.69,NASDAQ
04/12/2024,$389.49,"2,815,758",$392.84,$394.09,$387.12,NASDAQ
04/11/2024,$397.48,"2,176,231",$400.48,$401.47,$394.84,NASDAQ
04/10/2024,$400.76,"1,903,250",$404.01,$405.45,$397.29,NASDAQ
04/09/2024,$410.71,"1,247,834",$411.51,$413.2212,$407.05,NASDAQ
04/08/2024,$410.54,"1,181,923",$409.10,$412.525,$407.55,NASDAQ
04/05/2024,$408.07,"1,694,860",$406.56,$409.135,$401.47,NASDAQ
04/04/2024,$406.25,"1,704,684",$418.00,$419.00,$405.70,NASDAQ
04/03/2024,$414.00,"1,549,242",$411.00,$416.63,$411.00,NASDAQ
04/02/2024,$410.15,"1,976,056",$410.74,$413.17,$407.615,NASDAQ
04/01/2024,$413.51,"1,863,918",$416.68,$417.95,$412.00,NASDAQ
03/28/2024,$417.69,"2,409,718",$416.21,$419.20,$414.98,NASDAQ
03/27/2024,$415.25,"2,353,629",$409.62,$415.49,$408.37,NASDAQ
03/26/2024,$406.18,"1,406,974",$406.09,$409.33,$404.52,NASDAQ
03/25/2024,$404.94,"1,683,977",$406.87,$410.46,$403.86,NASDAQ
03/22/2024,$406.82,"2,190,278",$414.40,$416.76,$405.78,NASDAQ
03/21/2024,$413.71,"4,613,791",$399.77,$414.0248,$399.09,NASDAQ
03/20/2024,$396.47,"2,157,408",$386.36,$396.50,$386.00,NASDAQ
03/19/2024,$388.66,"1,858,220",$384.07,$390.78,$383.705,NASDAQ
03/18/2024,$384.37,"2,069,030",$388.65,$389.03,$383.41,NASDAQ
03/15/2024,$387.21,"3,763,948",$388.87,$391.13,$386.40,NASDAQ
03/14/2024,$388.61,"3,029,744",$394.43,$396.38,$385.45,NASDAQ
03/13/2024,$392.31,"2,370,677",$388.91,$395.25,$388.18,NASDAQ
03/12/2024,$388.18,"1,703,880",$387.62,$389.13,$383.78,NASDAQ
03/11/2024,$386.16,"1,654,403",$385.67,$386.41,$381.42,NASDAQ
03/08/2024,$386.99,"1,657,387",$388.73,$395.62,$386.71,NASDAQ
03/07/2024,$388.43,"2,033,080",$391.90,$394.51,$387.06,NASDAQ
03/06/2024,$389.57,"2,692,376",$395.00,$395.29,$384.52,NASDAQ
03/05/2024,$390.91,"2,697,770",$390.72,$397.49,$390.31,NASDAQ
03/04/2024,$392.25,"1,955,263",$388.81,$396.57,$386.20,NASDAQ
03/01/2024,$388.10,"1,573,017",$389.63,$391.04,$385.25,NASDAQ
02/29/2024,$389.05,"3,139,123",$395.22,$395.98,$385.67,NASDAQ
02/28/2024,$393.18,"2,572,859",$387.19,$393.26,$387.00,NASDAQ
02/27/2024,$390.81,"1,725,071",$392.26,$395.90,$389.33,NASDAQ
02/26/2024,$390.22,"1,797,790",$391.05,$396.06,$388.82,NASDAQ
02/23/2024,$391.05,"2,247,640",$390.00,$396.79,$389.21,NASDAQ
02/22/2024,$390.47,"2,326,776",$389.23,$395.60,$389.00,NASDAQ
02/21/2024,$388.27,"1,773,121",$381.84,$388.6599,$381.263,NASDAQ
02/20/2024,$384.52,"2,358,977",$380.95,$385.575,$380.85,NASDAQ
02/16/2024,$384.44,"2,376,824",$383.24,$387.58,$380.945,NASDAQ
02/15/2024,$385.42,"2,218,890",$379.42,$387.21,$379.14,NASDAQ
02/14/2024,$378.04,"2,041,326",$380.88,$381.48,$375.775,NASDAQ
02/13/2024,$378.75,"3,030,784",$387.59,$389.16,$375.20,NASDAQ
02/12/2024,$392.64,"2,797,421",$385.00,$396.35,$384.32,NASDAQ
02/09/2024,$384.26,"2,028,204",$384.77,$386.13,$382.585,NASDAQ
02/08/2024,$385.04,"1,913,833",$386.00,$388.11,$381.34,NASDAQ
02/07/2024,$386.66,"1,963,216",$385.31,$387.07,$382.50,NASDAQ
02/06/2024,$384.99,"1,488,144",$383.02,$386.8218,$383.00,NASDAQ
02/05/2024,$383.02,"2,231,062",$384.60,$385.33,$381.00,NASDAQ
02/02/2024,$387.86,"2,180,892",$381.80,$388.74,$380.60,NASDAQ
02/01/2024,$383.85,"2,138,452",$384.43,$389.54,$378.80,NASDAQ
01/31/2024,$384.01,"3,421,105",$386.00,$393.9099,$383.70,NASDAQ
01/30/2024,$386.87,"3,897,864",$384.00,$387.92,$381.59,NASDAQ
01/29/2024,$380.56,"1,632,534",$375.89,$380.84,$374.24,NASDAQ
01/26/2024,$377.79,"3,464,718",$378.65,$380.90,$376.75,NASDAQ
01/25/2024,$382.70,"2,376,324",$382.69,$386.7099,$382.01,NASDAQ
01/24/2024,$379.40,"2,235,811",$381.81,$384.61,$379.18,NASDAQ
01/23/2024,$380.77,"3,313,294",$379.98,$383.36,$378.625,NASDAQ
01/22/2024,$385.96,"2,922,749",$386.36,$392.73,$384.56,NASDAQ
01/19/2024,$382.20,"2,603,278",$376.73,$383.30,$372.07,NASDAQ
01/18/2024,$376.91,"1,771,217",$380.33,$381.64,$374.56,NASDAQ
01/17/2024,$377.18,"2,415,333",$375.20,$380.20,$374.13,NASDAQ
01/16/2024,$380.45,"3,926,571",$378.36,$385.01,$374.32,NASDAQ
01/12/2024,$377.75,"2,223,834",$383.34,$385.845,$376.58,NASDAQ
01/11/2024,$379.75,"2,209,933",$380.89,$380.98,$374.68,NASDAQ
01/10/2024,$381.96,"1,547,381",$381.35,$383.05,$378.53,NASDAQ
01/09/2024,$383.74,"1,708,765",$384.60,$385.95,$381.77,NASDAQ
01/08/2024,$388.86,"1,902,568",$385.97,$389.08,$382.025,NASDAQ
01/05/2024,$386.44,"2,913,924",$381.92,$389.47,$381.08,NASDAQ
